作者,詩名,內容
李白,擬古其五,今日風日好，明日恐不如。春風笑於人，何乃愁自居。吹簫舞彩鳳，酌醴鱠神魚。千金買一醉，取樂不求餘。達士遺天地，東門有二疏。愚夫同瓦石，有才知卷舒。無事坐悲苦，塊然涸轍魚。
李白,題雍丘崔明府丹灶,美人為政本忘機，服藥求仙事不違。葉縣已泥丹灶畢，瀛洲當伴赤鬆歸。先師有訣神將助，大聖無心火自飛。九轉但能生羽翼，雙鳧忽去定何依。
李白,題瓜州新河餞族叔舍人賁,齊公鑿新河，萬古流不絕。豐功利生人，天地同朽滅。兩橋對雙閣，芳樹有行列。愛此如甘棠，誰雲敢攀折。吳關倚此固，天險自茲設。海水落鬥門，湖平見沙汭。我行送季父，弭棹徒流悅。楊花滿江來，疑是龍山雪。惜此林下興，愴為山陽彆。瞻望清路塵，歸來空寂滅。
李白,題江夏修靜寺,我家北海宅，作寺南江濱。空庭無玉樹，高殿坐幽人。書帶留青草，琴堂冪素塵。平生種桃李，寂滅不成春。
李白,會彆離,結發生彆離，相思複相保。如何日已久，五變庭中草。渺渺大海途，悠悠吳江島。但恐不出門，出門無遠道。遠道行既難，家貧衣複單。嚴風吹積雪，晨起鼻何酸。人生各有誌，豈不懷所安。分明天上日，生死願同歡。
李白,鄒衍穀,燕穀無暖氣，窮岩閉嚴陰。鄒子一吹律，能回天地心。
李白,舍利弗,金繩界寶地，珍木蔭瑤池。雲間妙音奏，天際法蠡吹。
李白,搗衣篇,閨裡佳人年十餘，顰蛾對影恨離居。忽逢江上春歸燕，銜得雲中尺素書。玉手開緘長歎息，狂夫猶戍交河北。萬裡交河水北流，願為雙燕泛中洲。君邊雲擁青絲騎，妾處苔生紅粉樓。樓上春風日將歇，誰能攬鏡看愁發。曉吹員管隨落花，夜搗戎衣向明月。明月高高刻漏長，真珠簾箔掩蘭堂。橫垂寶幄同心結，半拂瓊筵蘇合香。瓊筵寶幄連枝錦，燈燭熒熒照孤寢。有便憑將金剪刀，為君留下相思枕。摘儘庭蘭不見君，紅巾拭淚生氤氳，明年若更征邊塞，願作陽台一段雲。
李白,姑孰十詠·望夫山,顒望臨碧空，怨情感離彆。江草不知愁，岩花但爭發。雲山萬重隔，音信千裡絕。春去秋複來，相思幾時歇。
李白,初出金門，尋王侍禦不遇，詠壁上鸚鵡,落羽辭金殿，孤鳴吒繡衣。能言終見棄，還向隴西飛。
李白,贈段七娘,羅襪淩波生網塵，那能得計訪情親。千杯綠酒何辭醉，一麵紅妝惱殺人。
李白,句,焰隨紅日去，煙逐暮雲飛。（令一日賦山火詩雲：“野火燒山後，人歸火不歸。”思軋不屬，白從旁綴其下句，令慚止）綠鬢隨波散，紅顏逐浪無。因何逢伍相，應是想秋胡。（白從令觀漲，有女子溺死江上，令賦詩雲：二八誰家女，漂來倚岸蘆。鳥窺眉上翠，魚弄口旁珠。令複苦吟，白輒應聲繼之）舉袖露條脫，招我飯胡麻。（見《二老堂詩話》）
李白,改九子山為九華山聯句,妙有分二氣，靈山開九華。--李白層標遏遲日，半壁明朝霞。--高霽積雪曜陰壑，飛流噴陽崖。--韋權輿青瑩玉樹色，縹緲羽人家。--李白
李白,句,野禽啼杜宇，山蝶舞莊周。
李白,句,霜結梅梢玉，陰凝竹乾銀。
李白,句,竹粉千腰白，桃皮半頰紅。
李白,句,心為殺人劍，淚是報恩珠。
李白,句,佳人微醉玉顏酡，笑伾妝樓澹小蛾。
李白,句,借問單樓與同穴，可能銀漢勝重泉。
李白,江夏送倩公歸漢東,彼美漢東國，川藏明月輝。寧知喪亂後，更有一珠歸。
李白,句,眼前有景道不得，崔顥題詩在上頭。
李白,洛陽陌,白玉誰家郎，回車渡天津。看花東陌上，驚動洛陽人。
李白,古風其十一,黃河走東溟。白日落西海。逝川與流光。飄忽不相待。春容舍我去。秋發已衰改。人生非寒鬆。年貌豈長在。吾當乘雲螭。吸景駐光彩。
李白,古風其五十一,殷後亂天紀。楚懷亦已昏。夷羊滿中野。菉葹盈高門。比乾諫而死。屈平竄湘源。虎口何婉孌。女媭空嬋媛。彭鹹久淪冇。此意與誰論。
李白,宮中行樂詞其二,"柳色黃金嫩，梨花白雪香。玉樓巢翡翠，金殿鎖鴛鴦。選妓隨雕輦，征歌出洞房。宮中誰第一，飛燕在昭陽。 
        "
李白,東武吟  ( 一作出東門後書懷留彆翰林諸公 ),好古笑流俗，素聞賢達風。方希佐明主，長揖辭成功。白日在高天，回光燭微躬。恭承鳳凰詔，欻起雲蘿中。清切紫霄迥，優遊丹禁通。君王賜顏色，聲價淩煙虹。乘輿擁翠蓋，扈從金城東。寶馬麗絕景，錦衣入新豐。依岩望鬆雪，對酒鳴絲桐。因學揚子雲，獻賦甘泉宮。天書美片善，清芬播無窮。歸來入鹹陽，談笑皆王公。一朝去金馬，飄落成飛蓬。賓客日疏散，玉樽亦已空。才力猶可倚，不慚世上雄。閒作東武吟，曲儘情未終。書此謝知己，吾尋黃綺翁。
李白,丁都護歌  ( 都一作督 ),"雲陽上征去，兩岸饒商賈。吳牛喘月時，拖船一何苦。水濁不可飲，壺漿半成土。一唱都護歌，心摧淚如雨。萬人鑿盤石，無由達江滸。君看石芒碭，掩淚悲千古。 
        "
李白,千裡思,李陵冇胡沙，蘇武還漢家。迢迢五原關，朔雪亂邊花。一去隔絕國，思歸但長嗟。鴻雁向西北，因書報天涯。
李白,樹中草,鳥銜野田草，誤入枯桑裡。客土植危根，逢春猶不死。草木雖無情，因依尚可生。如何同枝葉，各自有枯榮。
李白,鳳台曲,嘗聞秦帝女，傳得鳳凰聲。是日逢仙子，當時彆有情。人吹彩簫去，天借綠雲迎。曲在身不返，空餘弄玉名。
李白,橫江詞其二,海潮南去過潯陽。牛渚由來險馬當。橫江欲渡風波惡。一水牽愁萬裡長。
李白,橫江詞其三,橫江西望阻西秦，漢水東連揚子津。白浪如山那可渡，狂風愁殺峭帆人。
李白,橫江詞其四,海神來過惡風回。浪打天門石壁開。浙江八月何如此。濤似連山噴雪來。
李白,橫江詞其六,月暈天風霧不開。海鯨東蹙百川回。驚波一起三山動。公無渡河歸去來。
李白,懷仙歌,一鶴東飛過滄海，放心散漫知何在。仙人浩歌望我來，應攀玉樹長相待。堯舜之事不足驚，自餘囂囂直可輕。巨鼇莫戴三山去，我欲蓬萊頂上行。
李白,贈王判官時餘歸隱居廬山屏風疊,昔彆黃鶴樓，蹉跎淮海秋。俱飄零落葉，各散洞庭流。中年不相見，蹭蹬遊吳越。何處我思君，天台綠蘿月。會稽風月好，卻繞剡溪回。雲山海上出，人物鏡中來。一度浙江北，十年醉楚台。荊門倒屈宋，梁苑傾鄒枚。苦笑我誇誕，知音安在哉。大盜割鴻溝，如風掃秋葉。吾非濟代人，且隱屏風疊。中夜天中望，憶君思見君。明朝拂衣去，永與海鷗群。
李白,贈潘侍禦論錢少陽,繡衣柱史何昂藏，鐵冠白筆橫秋霜。三軍論事多引納，階前虎士羅乾將。雖無二十五老者，且有一翁錢少陽。眉如鬆雪齊四皓，調笑可以安儲皇。君能禮此最下士，九州拭目瞻清光。
李白,巴陵贈賈舍人,賈生西望憶京華，湘浦南遷莫怨嗟。聖主恩深漢文帝，憐君不遣到長沙。
李白,流夜郎至西塞驛寄裴隱,揚帆借天風，水驛苦不緩。平明及西塞，已先投沙伴。回巒引群峰，橫蹙楚山斷。砯衝萬壑會，震遝百川滿。龍怪潛溟波，俟時救炎旱。我行望雷雨，安得沾枯散。鳥去天路長，人愁春光短。空將澤畔吟，寄爾江南管。
李白,自漢陽病酒歸寄王明府,去歲左遷夜郎道，琉璃硯水長枯槁。今年敕放巫山陽，蛟龍筆翰生輝光。聖主還聽子虛賦，相如卻與論文章。願掃鸚鵡洲，與君醉百場。嘯起白雲飛七澤，歌吟淥水動三湘。莫惜連船沽美酒，千金一擲買春芳。
李白,彆儲邕之剡中,借問剡中道，東南指越鄉。舟從廣陵去，水入會稽長。竹色溪下綠，荷花鏡裡香。辭君向天姥，拂石臥秋霜。
李白,送族弟凝之滁求婚崔氏,與爾情不淺，忘筌已得魚。玉台掛寶鏡，持此意何如。坦腹東床下，由來誌氣疏。遙知向前路，擲果定盈車。
李白,送侄良攜二妓赴會稽戲有此贈,攜妓東山去，春光半道催。遙看若桃李，雙入鏡中開。
李白,送長沙陳太守其二,七郡長沙國。南連湘水濱。定王垂舞袖。地窄不回身。莫小二千石。當安遠俗人。洞庭鄉路遠。遙羨錦衣春。
李白,酬宇文少府見贈桃竹書筒,桃竹書筒綺繡文，良工巧妙稱絕群。靈心圓映三江月，彩質疊成五色雲。中藏寶訣峨眉去，千裡提攜長憶君。
李白,答從弟幼成過西園見贈,一身自瀟灑，萬物何囂喧。拙薄謝明時，棲閒歸故園。二季過舊壑，四鄰馳華軒。衣劍照鬆宇，賓徒光石門。山童薦珍果，野老開芳樽。上陳樵漁事，下敘農圃言。昨來荷花滿，今見蘭苕繁。一笑複一歌，不知夕景昏。醉罷同所樂，此情難具論。
李白,與從侄杭州刺史良遊天竺寺,掛席淩蓬丘，觀濤憩樟樓。三山動逸興，五馬同遨遊。天竺森在眼，鬆風颯驚秋。覽雲測變化，弄水窮清幽。疊嶂隔遙海，當軒寫歸流。詩成傲雲月，佳趣滿吳洲。
李白,同族侄評事黯遊昌禪師山池其一,遠公愛康樂，為我開禪關。蕭然鬆石下，何異清涼山。花將色不染，水與心俱閒。一坐度小劫，觀空天地間。
李白,下涇縣陵陽溪至澀灘,澀灘鳴嘈嘈，兩山足猿猱。白波若卷雪，側足不容舠。漁子與舟人，撐折萬張篙。
李白,廬江主人婦,孔雀東飛何處棲，廬江小吏仲卿妻。為客裁縫君自見，城烏獨宿夜空啼。
李白,醉題王漢陽廳,我似鷓鴣鳥，南遷懶北飛。時尋漢陽令，取醉月中歸。
李白,擬古其三,長繩難係日，自古共悲辛。黃金高北鬥，不惜買陽春。石火無留光，還如世中人。即事已如夢，後來我誰身。提壺莫辭貧，取酒會四鄰。仙人殊恍惚，未若醉中真。
李白,觀放白鷹其二,寒冬十二月。蒼鷹八九毛。寄言燕雀莫相啄。【口卓】自有雲霄萬裡高。
李白,觀元丹丘坐巫山屏風,昔遊三峽見巫山，見畫巫山宛相似。疑是天邊十二峰，飛入君家彩屏裡。寒鬆蕭瑟如有聲，陽台微茫如有情。錦衾瑤席何寂寂，楚王神女徒盈盈。高咫尺，如千裡，翠屏丹崖燦如綺。蒼蒼遠樹圍荊門，曆曆行舟泛巴水。水石潺湲萬壑分，煙光草色俱氛氳。溪花笑日何年發，江客聽猿幾歲聞。使人對此心緬邈，疑入嵩丘夢彩雲。
李白,白胡桃,紅羅袖裡分明見，白玉盤中看卻無。疑是老僧休念誦，腕前推下水晶珠。
李白,宣州長史弟昭贈餘琴溪中雙舞鶴詩以言誌,令弟佐宣城，贈餘琴谿鶴。謂言天涯雪，忽向窗前落。白玉為毛衣，黃金不肯博。背風振六翮，對舞臨山閣。顧我如有情，長鳴似相托。何當駕此物，與爾騰寥廓。
李白,湖邊采蓮婦,小姑織白紵，未解將人語。大嫂采芙蓉，溪湖千萬重。長兄行不在，莫使外人逢。願學秋胡婦，貞心比古鬆。
李白,禪房懷友人岑倫,"嬋娟羅浮月，搖豔桂水雲。美人竟獨往，而我安得群。

一朝語笑隔，萬裡歡情分。沉吟彩霞冇，夢寐群芳歇。

歸鴻渡三湘，遊子在百粵。邊塵染衣劍，白日凋華發。

春風變楚關，秋聲落吳山。草木結悲緒，風沙淒苦顏。

朅來已永久，頹思如循環。飄飄限江裔，想像空留滯。

離憂每醉心，彆淚徒盈袂。坐愁青天末，出望黃雲蔽。

目極何悠悠，梅花南嶺頭。空長滅征鳥，水闊無還舟。

寶劍終難托，金囊非易求。歸來倘有問，桂樹山之幽。

"
李白,遊南陽清泠泉,"惜彼落日暮，愛此寒泉清。西輝逐流水，蕩漾遊子情。

空歌望雲月，曲儘長鬆聲。


        "
李白,摩多樓子,從戎向邊北，遠行辭密親。借問陰山侯，還知塞上人。
李白,題樓山石筍,石筍如卓筆，縣之山之巔。誰為不平者，與之書青天。
李白,古風其三十三,北溟有巨魚。身長數千裡。仰噴三山雪。橫吞百川水。憑陵隨海運。燀赫因風起。吾觀摩天飛。九萬方未已。
李白,古風其四十二,搖裔雙白鷗。鳴飛滄江流。宜與海人狎。豈伊雲鶴儔。寄形宿沙月。沿芳戲春洲。吾亦洗心者。忘機從爾遊。
李白,宮中行樂詞其一,小小生金屋，盈盈在紫微。山花插寶髻，石竹繡羅衣。每出深宮裡，常隨步輦歸。隻愁歌舞散，化作彩雲飛。
李白,東山吟,攜妓東土山，悵然悲謝安。我妓今朝如花月，他妓古墳荒草寒。白雞夢後三百歲，灑酒澆君同所歡。酣來自作青海舞，秋風吹落紫綺冠。彼亦一時，此亦一時，浩浩洪流之詠何必奇。
李白,東魯見狄博通,去年彆我向何處，有人傳道遊江東。謂言掛席度滄海，卻來應是無長風。
李白,贈崔侍郎,黃河二尺鯉，本在孟津居。點額不成龍，歸來伴凡魚。故人東海客，一見借吹噓。風濤倘相見，更欲淩昆墟。
李白,贈華州王司士,淮水不絕濤瀾高，盛德未泯生英髦。知君先負廟堂器，今日還須贈寶刀。
李白,贈盧徵君昆弟,明主訪賢逸，雲泉今已空。二盧竟不起，萬乘高其風。河上喜相得，壺中趣每同。滄州即此地，觀化遊無窮。水落海上清，鼇背睹方蓬。與君弄倒景，攜手淩星虹。
李白,江夏使君叔席上贈史郎中,鳳凰丹禁裡，銜出紫泥書。昔放三湘去，今還萬死餘。仙郎久為彆，客舍問何如。涸轍思流水，浮雲失舊居。多慚華省貴，不以逐臣疏。複如竹林下，叨陪芳宴初。希君生羽翼，一化北溟魚。
李白,江上贈竇長史,漢求季布魯朱家，楚逐伍胥去章華。萬裡南遷夜郎國，三年歸及長風沙。聞道青雲貴公子，錦帆遊戲西江水。人疑天上坐樓船，水淨霞明兩重綺。相約相期何太深，棹歌搖艇月中尋。不同珠履三千客，彆欲論交一片心。
李白,贈柳圓,竹實滿秋浦，鳳來何苦饑。還同月下鵲，三繞未安枝。夫子即瓊樹，傾柯拂羽儀。懷君戀明德，歸去日相思。
李白,贈友人其二,袖中趙匕首。買自徐夫人。玉匣閉霜雪。經燕複曆秦。其事竟不捷。淪落歸沙塵。持此願投贈。與君同急難。荊卿一去後。壯士多摧殘。長號易水上。為我揚波瀾。鑿井當及泉。張帆當濟川。廉夫唯重義。駿馬不勞鞭。人生貴相知。何必金與錢。
李白,寄崔侍禦,宛溪霜夜聽猿愁，去國長為不係舟。獨憐一雁飛南海，卻羨雙溪解北流。高人屢解陳蕃榻，過客難登謝脁樓。此處彆離同落葉，朝朝分散敬亭秋。
李白,彆中都明府兄,吾兄詩酒繼陶君，試宰中都天下聞。東樓喜奉連枝會，南陌愁為落葉分。城隅淥水明秋日，海上青山隔暮雲。取醉不辭留夜月，雁行中斷惜離群。
李白,送竇司馬貶宜春,天馬白銀鞍，親承明主歡。鬥雞金宮裡，射雁碧雲端。堂上羅中貴，歌鐘清夜闌。何言謫南國，拂劍坐長歎。趙璧為誰點，隋珠枉被彈。聖朝多雨露，莫厭此行難。
